ID	Species	MLST	Locus_1	Locus_2	Locus_3	Locus_4	Locus_5	Locus_6	Locus_7	
ERR1738683.fa	lmonocytogenes	1093	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1738684.fa	lmonocytogenes	1093	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1738685.fa	lmonocytogenes	1093	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738686.fa	lmonocytogenes	1093	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738687.fa	lmonocytogenes	1093	abcZ(11)	bglA(1)	cat(36)	dapE(2)	dat(3)	ldh(1)	lhkA(7)	
ERR1738688.fa	lmonocytogenes	1093	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
ERR1738689.fa	lmonocytogenes	1093	abcZ(3)	bglA(1)	cat(20)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1738690.fa	lmonocytogenes	1093	abcZ(3)	bglA(18)	cat(27)	dapE(3)	dat(4)	ldh(1)	lhkA(5)	
ERR1738691.fa	lmonocytogenes	1093	abcZ(7)	bglA(14)	cat(37)	dapE(6)	dat(1)	ldh(27)	lhkA(1)	
ERR1738692.fa	lmonocytogenes	1093	abcZ(7)	bglA(14)	cat(37)	dapE(6)	dat(1)	ldh(~400)	lhkA(1)	
ERR1738693.fa	lmonocytogenes	1093	abcZ(7)	bglA(14)	cat(37)	dapE(6)	dat(1)	ldh(27)	lhkA(1)	
ERR1738694.fa	lmonocytogenes	1093	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1738695.fa	lmonocytogenes	1093	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1738696.fa	lmonocytogenes	1092	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1738697.fa	lmonocytogenes	1091	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738698.fa	lmonocytogenes	1088	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738699.fa	lmonocytogenes	1087	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1738700.fa	lmonocytogenes	1087	abcZ(11)	bglA(1)	cat(12)	dapE(16)	dat(3)	ldh(1)	lhkA(7)	
ERR1738701.fa	lmonocytogenes	1087	abcZ(4)	bglA(4)	cat(4)	dapE(3)	dat(2)	ldh(1)	lhkA(5)	
ERR1738702.fa	lmonocytogenes	1086	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738703.fa	lmonocytogenes	1084	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1738704.fa	lmonocytogenes	1084	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738705.fa	lmonocytogenes	1084	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738706.fa	lmonocytogenes	1084	abcZ(1)	bglA(1)	cat(12)	dapE(17)	dat(2)	ldh(1)	lhkA(3)	
ERR1738707.fa	lmonocytogenes	1084	abcZ(11)	bglA(1)	cat(12)	dapE(16)	dat(3)	ldh(1)	lhkA(7)	
ERR1738708.fa	lmonocytogenes	1084	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738709.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738710.fa	lmonocytogenes	1082	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1738711.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(10)	dapE(6)	dat(1)	ldh(2)	lhkA(1)	
ERR1738712.fa	lmonocytogenes	1082	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1738713.fa	lmonocytogenes	1082	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1738714.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738715.fa	lmonocytogenes	1082	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
ERR1738716.fa	lmonocytogenes	1082	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
ERR1738717.fa	lmonocytogenes	1082	abcZ(11)	bglA(1)	cat(12)	dapE(16)	dat(3)	ldh(1)	lhkA(7)	
ERR1738718.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738719.fa	lmonocytogenes	1082	abcZ(7)	bglA(14)	cat(37)	dapE(6)	dat(1)	ldh(27)	lhkA(1)	
ERR1738720.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738721.fa	lmonocytogenes	1082	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1738722.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738723.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738724.fa	lmonocytogenes	1082	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738725.fa	lmonocytogenes	1082	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738726.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738727.fa	lmonocytogenes	1082	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
ERR1738728.fa	lmonocytogenes	1082	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
ERR1738729.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738730.fa	lmonocytogenes	1082	abcZ(7)	bglA(87)	cat(8)	dapE(6)	dat(1)	ldh(2)	lhkA(1)	
ERR1738731.fa	lmonocytogenes	1082	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738732.fa	lmonocytogenes	1082	abcZ(17)	bglA(13)	cat(3)	dapE(6)	dat(5)	ldh(7)	lhkA(1)	
ERR1738733.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738734.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738735.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738736.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738737.fa	lmonocytogenes	1082	abcZ(17)	bglA(13)	cat(3)	dapE(6)	dat(5)	ldh(7)	lhkA(1)	
ERR1738738.fa	lmonocytogenes	1082	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1738739.fa	lmonocytogenes	1082	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1738740.fa	lmonocytogenes	1082	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1738741.fa	lmonocytogenes	1082	abcZ(5)	bglA(10)	cat(8)	dapE(21)	dat(6)	ldh(2)	lhkA(1)	
ERR1738742.fa	lmonocytogenes	1082	abcZ(7)	bglA(6)	cat(15)	dapE(6)	dat(5)	ldh(2)	lhkA(1)	
ERR1738743.fa	lmonocytogenes	1082	abcZ(7)	bglA(7)	cat(3)	dapE(10)	dat(5)	ldh(6)	lhkA(1)	
ERR1738744.fa	lmonocytogenes	1081	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(30)	lhkA(5)	
ERR1738745.fa	lmonocytogenes	1081	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1738746.fa	lmonocytogenes	1081	abcZ(1)	bglA(1)	cat(12)	dapE(17)	dat(2)	ldh(1)	lhkA(3)	
ERR1738747.fa	lmonocytogenes	1081	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1738748.fa	lmonocytogenes	1081	abcZ(7)	bglA(27)	cat(10)	dapE(41)	dat(5)	ldh(2)	lhkA(1)	
ERR1738749.fa	lmonocytogenes	1080	abcZ(5)	bglA(10)	cat(8)	dapE(21)	dat(6)	ldh(2)	lhkA(1)	
ERR1738750.fa	lmonocytogenes	1080	abcZ(7)	bglA(6)	cat(15)	dapE(18)	dat(12)	ldh(6)	lhkA(1)	
ERR1738751.fa	lmonocytogenes	1079	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1738752.fa	lmonocytogenes	1079	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738753.fa	lmonocytogenes	1078	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738754.fa	lmonocytogenes	1078	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738755.fa	lmonocytogenes	1078	abcZ(52)	bglA(1)	cat(12)	dapE(71)	dat(2)	ldh(1)	lhkA(5)	
ERR1738756.fa	lmonocytogenes	1078	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738757.fa	lmonocytogenes	1078	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1738758.fa	lmonocytogenes	1077	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738759.fa	lmonocytogenes	1076	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
ERR1738760.fa	lmonocytogenes	1075	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
ERR1738761.fa	lmonocytogenes	1075	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1738762.fa	lmonocytogenes	1075	abcZ(11)	bglA(3)	cat(12)	dapE(38)	dat(3)	ldh(94)	lhkA(2)	
ERR1738763.fa	lmonocytogenes	1074	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738764.fa	lmonocytogenes	1074	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738765.fa	lmonocytogenes	1073	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1738766.fa	lmonocytogenes	1073	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738767.fa	lmonocytogenes	1073	abcZ(4)	bglA(4)	cat(4)	dapE(3)	dat(2)	ldh(1)	lhkA(5)	
ERR1738768.fa	lmonocytogenes	1072	abcZ(5)	bglA(7)	cat(3)	dapE(5)	dat(1)	ldh(8)	lhkA(6)	
ERR1738769.fa	lmonocytogenes	1072	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738770.fa	lmonocytogenes	1072	abcZ(5)	bglA(7)	cat(6)	dapE(4)	dat(5)	ldh(4)	lhkA(1)	
ERR1738771.fa	lmonocytogenes	1072	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738772.fa	lmonocytogenes	1071	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1738773.fa	lmonocytogenes	1070	abcZ(7)	bglA(14)	cat(37)	dapE(6)	dat(1)	ldh(27)	lhkA(1)	
ERR1738774.fa	lmonocytogenes	1069	abcZ(7)	bglA(15)	cat(~15)	dapE(8)	dat(6)	ldh(14)	lhkA(9)	
ERR1738775.fa	lmonocytogenes	1068	abcZ(5)	bglA(10)	cat(8)	dapE(20)	dat(1)	ldh(7)	lhkA(1)	
ERR1738776.fa	lmonocytogenes	1067	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738777.fa	lmonocytogenes	1066	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738778.fa	lmonocytogenes	1066	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738779.fa	lmonocytogenes	1065	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738780.fa	lmonocytogenes	1064	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738781.fa	lmonocytogenes	1064	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738782.fa	lmonocytogenes	1063	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738783.fa	lmonocytogenes	1063	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738784.fa	lmonocytogenes	1063	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738785.fa	lmonocytogenes	1061	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1738786.fa	lmonocytogenes	1060	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738787.fa	lmonocytogenes	1059	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738788.fa	lmonocytogenes	1059	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1738789.fa	lmonocytogenes	1059	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738790.fa	lmonocytogenes	1056	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738791.fa	lmonocytogenes	1056	abcZ(5)	bglA(7)	cat(6)	dapE(4)	dat(5)	ldh(4)	lhkA(1)	
ERR1738792.fa	lmonocytogenes	1056	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1738793.fa	lmonocytogenes	1056	abcZ(11)	bglA(1)	cat(12)	dapE(16)	dat(3)	ldh(1)	lhkA(7)	
ERR1738794.fa	lmonocytogenes	1056	abcZ(5)	bglA(7)	cat(6)	dapE(4)	dat(5)	ldh(4)	lhkA(1)	
ERR1738795.fa	lmonocytogenes	1055	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1738796.fa	lmonocytogenes	1055	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738797.fa	lmonocytogenes	1054	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738798.fa	lmonocytogenes	1053	abcZ(7)	bglA(5)	cat(10)	dapE(21)	dat(1)	ldh(4)	lhkA(1)	
ERR1738799.fa	lmonocytogenes	1052	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738800.fa	lmonocytogenes	1052	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738801.fa	lmonocytogenes	1052	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738802.fa	lmonocytogenes	1052	abcZ(11)	bglA(3)	cat(4)	dapE(26)	dat(3)	ldh(1)	lhkA(4)	
ERR1738803.fa	lmonocytogenes	1052	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738804.fa	lmonocytogenes	1052	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738805.fa	lmonocytogenes	1051	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
ERR1738806.fa	lmonocytogenes	1050	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1738807.fa	lmonocytogenes	1049	abcZ(7)	bglA(6)	cat(17)	dapE(6)	dat(10)	ldh(8)	lhkA(1)	
ERR1738808.fa	lmonocytogenes	1048	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738809.fa	lmonocytogenes	1048	abcZ(7)	bglA(6)	cat(17)	dapE(6)	dat(10)	ldh(8)	lhkA(1)	
ERR1738810.fa	lmonocytogenes	1047	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738811.fa	lmonocytogenes	1047	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738812.fa	lmonocytogenes	1047	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738813.fa	lmonocytogenes	1047	abcZ(5)	bglA(7)	cat(3)	dapE(5)	dat(1)	ldh(8)	lhkA(6)	
ERR1738814.fa	lmonocytogenes	1047	abcZ(4)	bglA(4)	cat(4)	dapE(3)	dat(2)	ldh(1)	lhkA(5)	
ERR1738815.fa	lmonocytogenes	1047	abcZ(3)	bglA(-)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1738816.fa	lmonocytogenes	1047	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1738817.fa	lmonocytogenes	1047	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1738818.fa	lmonocytogenes	1046	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1738819.fa	lmonocytogenes	1046	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1738820.fa	lmonocytogenes	1046	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1738821.fa	lmonocytogenes	1046	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(9)	
ERR1738822.fa	lmonocytogenes	1046	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738823.fa	lmonocytogenes	1046	abcZ(5)	bglA(13)	cat(3)	dapE(6)	dat(5)	ldh(96)	lhkA(1)	
ERR1738824.fa	lmonocytogenes	1045	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1738825.fa	lmonocytogenes	1044	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738826.fa	lmonocytogenes	1044	abcZ(7)	bglA(14)	cat(37)	dapE(6)	dat(1)	ldh(27)	lhkA(1)	
ERR1738827.fa	lmonocytogenes	1043	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1738828.fa	lmonocytogenes	1043	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1738829.fa	lmonocytogenes	1043	abcZ(3)	bglA(18)	cat(27)	dapE(3)	dat(4)	ldh(1)	lhkA(5)	
ERR1738830.fa	lmonocytogenes	1043	abcZ(3)	bglA(1)	cat(20)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1738831.fa	lmonocytogenes	1043	abcZ(7)	bglA(14)	cat(37)	dapE(6)	dat(1)	ldh(27)	lhkA(1)	
ERR1738832.fa	lmonocytogenes	1042	abcZ(7)	bglA(6)	cat(17)	dapE(6)	dat(10)	ldh(8)	lhkA(1)	
ERR1738833.fa	lmonocytogenes	1042	abcZ(7)	bglA(6)	cat(17)	dapE(6)	dat(10)	ldh(8)	lhkA(1)	
ERR1738834.fa	lmonocytogenes	1042	abcZ(7)	bglA(6)	cat(17)	dapE(6)	dat(10)	ldh(8)	lhkA(1)	
ERR1738835.fa	lmonocytogenes	1042	abcZ(7)	bglA(6)	cat(17)	dapE(6)	dat(10)	ldh(8)	lhkA(1)	
ERR1738836.fa	lmonocytogenes	1042	abcZ(7)	bglA(6)	cat(17)	dapE(6)	dat(10)	ldh(8)	lhkA(1)	
ERR1738837.fa	lmonocytogenes	1042	abcZ(7)	bglA(6)	cat(17)	dapE(6)	dat(10)	ldh(8)	lhkA(1)	
ERR1738838.fa	lmonocytogenes	1042	abcZ(7)	bglA(14)	cat(37)	dapE(6)	dat(1)	ldh(27)	lhkA(1)	
ERR1738839.fa	lmonocytogenes	1042	abcZ(5)	bglA(10)	cat(8)	dapE(21)	dat(6)	ldh(2)	lhkA(1)	
ERR1738840.fa	lmonocytogenes	1042	abcZ(9)	bglA(10)	cat(15)	dapE(6)	dat(8)	ldh(26)	lhkA(1)	
ERR1738841.fa	lmonocytogenes	1042	abcZ(5)	bglA(10)	cat(17)	dapE(20)	dat(1)	ldh(26)	lhkA(1)	
ERR1738842.fa	lmonocytogenes	1042	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1738843.fa	lmonocytogenes	1041	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1816981.fa	lmonocytogenes	1041	abcZ(8)	bglA(6)	cat(15)	dapE(6)	dat(6)	ldh(2)	lhkA(1)	
ERR1816982.fa	lmonocytogenes	1041	abcZ(5)	bglA(6)	cat(2)	dapE(29)	dat(5)	ldh(3)	lhkA(1)	
ERR1816983.fa	lmonocytogenes	1041	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
ERR1816984.fa	lmonocytogenes	1041	abcZ(5)	bglA(6)	cat(2)	dapE(29)	dat(5)	ldh(3)	lhkA(1)	
ERR1816985.fa	lmonocytogenes	1041	abcZ(8)	bglA(6)	cat(15)	dapE(6)	dat(6)	ldh(2)	lhkA(1)	
ERR1816986.fa	lmonocytogenes	1040	abcZ(11)	bglA(3)	cat(12)	dapE(38)	dat(3)	ldh(94)	lhkA(2)	
ERR1816987.fa	lmonocytogenes	1039	abcZ(5)	bglA(7)	cat(6)	dapE(4)	dat(5)	ldh(4)	lhkA(1)	
ERR1816988.fa	lmonocytogenes	1039	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1816989.fa	lmonocytogenes	1039	abcZ(5)	bglA(7)	cat(6)	dapE(4)	dat(5)	ldh(4)	lhkA(1)	
ERR1816990.fa	lmonocytogenes	1039	abcZ(8)	bglA(6)	cat(15)	dapE(6)	dat(6)	ldh(2)	lhkA(1)	
ERR1816991.fa	lmonocytogenes	1039	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
ERR1816992.fa	lmonocytogenes	1039	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
ERR1816993.fa	lmonocytogenes	1039	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
ERR1816994.fa	lmonocytogenes	1039	abcZ(8)	bglA(6)	cat(15)	dapE(6)	dat(6)	ldh(2)	lhkA(1)	
ERR1816995.fa	lmonocytogenes	1039	abcZ(5)	bglA(6)	cat(2)	dapE(29)	dat(5)	ldh(3)	lhkA(1)	
ERR1816996.fa	lmonocytogenes	1039	abcZ(8)	bglA(6)	cat(15)	dapE(6)	dat(6)	ldh(2)	lhkA(1)	
ERR1816997.fa	lmonocytogenes	1039	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
ERR1816998.fa	lmonocytogenes	1039	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
ERR1816999.fa	lmonocytogenes	1039	abcZ(5)	bglA(6)	cat(2)	dapE(29)	dat(5)	ldh(3)	lhkA(1)	
ERR1817000.fa	lmonocytogenes	1039	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
ERR1817001.fa	lmonocytogenes	1039	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1817002.fa	lmonocytogenes	1039	abcZ(8)	bglA(6)	cat(15)	dapE(6)	dat(6)	ldh(2)	lhkA(1)	
ERR1817003.fa	lmonocytogenes	1039	abcZ(5)	bglA(7)	cat(6)	dapE(4)	dat(5)	ldh(4)	lhkA(1)	
ERR1817004.fa	lmonocytogenes	1039	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(9)	
ERR1817005.fa	lmonocytogenes	1038	abcZ(8)	bglA(6)	cat(15)	dapE(6)	dat(6)	ldh(2)	lhkA(1)	
ERR1817006.fa	lmonocytogenes	1038	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
ERR1817007.fa	lmonocytogenes	1038	abcZ(5)	bglA(6)	cat(8)	dapE(62)	dat(6)	ldh(7)	lhkA(34)	
ERR1817008.fa	lmonocytogenes	1038	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1817009.fa	lmonocytogenes	1038	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(9)	
ERR1817010.fa	lmonocytogenes	1038	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
ERR1817011.fa	lmonocytogenes	1038	abcZ(8)	bglA(6)	cat(15)	dapE(6)	dat(6)	ldh(2)	lhkA(1)	
ERR1817012.fa	lmonocytogenes	1038	abcZ(7)	bglA(29)	cat(8)	dapE(4)	dat(1)	ldh(2)	lhkA(1)	
